address,suburb,lot_area_sqm,centroid_lat,centroid_lon,is_corner_lot,n_vertices,size_flag,zone,is_heritage,is_foreshore,is_reservation,is_acid_sulfate,drop_reason,verified_clean
114 Henley Marine Drive Drummoyne,Drummoyne,640.5,-33.859785,151.151894,True,6,normal,R2,False,False,True,True,,True
114 Thompson Street Drummoyne,Drummoyne,646.5,-33.852161,151.148798,False,5,normal,R2,False,False,True,True,,True
114A Gipps Street Drummoyne,Drummoyne,543.4,-33.853909,151.146269,False,5,normal,R2,False,False,True,True,,True
115 St Georges Crescent Drummoyne,Drummoyne,789.7,-33.848056,151.155396,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
116 Henley Marine Drive Drummoyne,Drummoyne,978.2,-33.859644,151.15208,False,5,normal,R2,False,False,True,True,,True
116 Lower St Georges Crescent Drummoyne,Drummoyne,1198.1,-33.846433,151.156473,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
117 Gipps Street Drummoyne,Drummoyne,627.4,-33.854111,151.14565,True,6,normal,R2,False,False,True,True,,True
117 Henley Marine Drive Drummoyne,Drummoyne,951.5,-33.859618,151.152223,True,6,normal,R2,False,False,True,True,,True
117 St Georges Crescent Drummoyne,Drummoyne,1295.8,-33.84801,151.155121,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
118 Henley Marine Drive Drummoyne,Drummoyne,973.1,-33.859536,151.152334,True,6,normal,R2,False,False,True,True,,True
118 Lower St Georges Crescent Drummoyne,Drummoyne,564.4,-33.84635,151.15656,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
118 Thompson Street Drummoyne,Drummoyne,743.1,-33.851908,151.148672,False,5,normal,R2,False,False,True,True,,True
119 Lyons Road Drummoyne,Drummoyne,528.6,-33.854539,151.149823,True,6,normal,R2,False,False,True,True,,True
11A Dening Street Drummoyne,Drummoyne,581.1,-33.853679,151.148135,False,5,normal,R2,False,False,True,True,,True
11A Marlborough Street Drummoyne,Drummoyne,758.3,-33.850872,151.152418,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
12 Alexandra Street Drummoyne,Drummoyne,573.5,-33.85292,151.15961,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
12 Bayswater Street Drummoyne,Drummoyne,481.8,-33.851391,151.152282,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
12 Broughton Street Drummoyne,Drummoyne,710.2,-33.857852,151.150508,True,11,normal,R2,False,False,True,True,,True
12 Burnell Street Drummoyne,Drummoyne,705.2,-33.860471,151.149562,False,5,normal,R2,False,False,True,True,,True
12 Gears Avenue Drummoyne,Drummoyne,569.4,-33.855223,151.145473,True,6,normal,R2,False,False,True,True,,True
12 Market Street Drummoyne,Drummoyne,581.2,-33.858183,151.153411,True,7,normal,R2,False,False,True,True,,True
12 Moore Street Drummoyne,Drummoyne,793.4,-33.853927,151.147794,True,7,normal,R2,False,False,True,True,,True
12 Plunkett Street Drummoyne,Drummoyne,724.4,-33.856382,151.150982,True,6,normal,R2,False,False,True,True,,True
12 Richards Avenue Drummoyne,Drummoyne,728.7,-33.858847,151.147989,False,5,normal,R2,False,False,True,True,,True
12 The Esplanade Drummoyne,Drummoyne,712.4,-33.845929,151.149139,False,5,normal,R2,False,False,True,True,,True
12 Therry Street Drummoyne,Drummoyne,520.2,-33.856781,151.154051,False,5,normal,R2,False,False,True,True,,True
1 Betts Avenue Five Dock,Five Dock,559.1,-33.864187,151.135982,True,7,normal,R2,False,False,True,True,,True
1 Connecticut Avenue Five Dock,Five Dock,537.3,-33.871622,151.135293,True,10,normal,R2,False,False,True,True,,True
1 Elizabeth Street Five Dock,Five Dock,947.8,-33.865815,151.124141,False,5,normal,R2,False,False,True,True,,True
1 Erina Avenue Five Dock,Five Dock,1508.4,-33.864183,151.134583,True,7,normal,R2,False,False,True,True,,True
1 Gildea Avenue Five Dock,Five Dock,635.1,-33.86173,151.132637,False,5,normal,R2,False,False,True,True,,True
1 Harrabrook Avenue Five Dock,Five Dock,581.9,-33.87259,151.131952,True,11,normal,R2,False,False,True,True,,True
1 Hill Street Five Dock,Five Dock,1293.0,-33.860446,151.130185,True,8,normal,R2,False,False,True,True,,True
1 Ingham Avenue Five Dock,Five Dock,533.4,-33.872382,151.135821,True,8,normal,R2,False,False,True,True,,True
1 Innes Street Five Dock,Five Dock,700.0,-33.863671,151.129227,False,5,normal,R2,False,False,True,True,,True
1 James Street Five Dock,Five Dock,1223.4,-33.864147,151.123872,True,9,normal,R2,False,False,True,True,,True
1 Kerin Avenue Five Dock,Five Dock,476.2,-33.863164,151.130149,False,5,normal,R2,False,False,True,True,,True
1 Lavender Street Five Dock,Five Dock,600.7,-33.871512,151.124572,True,7,normal,R2,False,False,True,True,,True
1 Mcgrath Avenue Five Dock,Five Dock,581.3,-33.863163,151.127428,True,6,normal,R2,False,False,True,True,,True
1 Mitchell Street Five Dock,Five Dock,491.5,-33.863477,151.135249,True,6,normal,R2,False,False,True,True,,True
1 Murralong Avenue Five Dock,Five Dock,555.2,-33.871781,151.131662,True,8,normal,R2,False,False,True,True,,True
1 Newcastle Street Five Dock,Five Dock,508.0,-33.865638,151.128416,False,5,normal,R2,False,False,True,True,,True
1 Norman Street Five Dock,Five Dock,464.7,-33.87084,151.136635,True,6,normal,R2,False,False,True,True,,True
1 Pine Avenue Five Dock,Five Dock,938.2,-33.862454,151.134008,True,7,normal,R2,False,False,True,True,,True
1 Preston Avenue Five Dock,Five Dock,640.1,-33.864326,151.125115,True,6,normal,R2,False,False,True,True,,True
1 Queens Road Five Dock,Five Dock,453.4,-33.870737,151.128477,True,7,normal,R2,False,False,True,True,,True
1 Rodd Road Five Dock,Five Dock,1007.6,-33.864995,151.132507,False,5,normal,R2,False,False,True,True,,True
1 Taylor Street Five Dock,Five Dock,740.8,-33.869297,151.112013,True,8,normal,R2,False,False,True,True,,True
1 Udall Avenue Five Dock,Five Dock,691.2,-33.863863,151.12689,True,7,normal,R2,False,False,True,True,,True
1 Wangal Place Five Dock,Five Dock,713.3,-33.872326,151.127749,True,6,normal,R2,False,False,True,True,,True
10 Arlington Street Five Dock,Five Dock,669.5,-33.872389,151.126718,True,6,normal,R2,False,False,True,True,,True
10 Betts Avenue Five Dock,Five Dock,520.9,-33.863492,151.136594,True,6,normal,R2,False,False,True,True,,True
10 Charles Street Five Dock,Five Dock,577.2,-33.862058,151.13189,True,6,normal,R2,False,False,True,True,,True
10 Great North Road Five Dock,Five Dock,723.4,-33.873159,151.127693,False,5,normal,R2,False,False,True,True,,True
10 Harris Road Five Dock,Five Dock,549.7,-33.870417,151.122411,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
10 Ingham Avenue Five Dock,Five Dock,500.7,-33.871664,151.13638,False,5,normal,R2,False,False,True,True,,True
10 James Street Five Dock,Five Dock,556.9,-33.863586,151.124491,True,6,normal,R2,False,False,True,True,,True
10 Murralong Avenue Five Dock,Five Dock,546.0,-33.871397,151.13112,False,5,normal,R2,False,False,True,True,,True
10 Norman Street Five Dock,Five Dock,555.4,-33.869521,151.136811,False,5,normal,R2,False,False,True,True,,True
10 Queens Road Five Dock,Five Dock,512.6,-33.870229,151.128441,True,10,normal,R2,False,False,True,True,,True
10 Ramsay Road Five Dock,Five Dock,512.5,-33.871836,151.132489,True,6,normal,R2,False,False,True,True,,True
10 Taylor Street Five Dock,Five Dock,734.0,-33.868925,151.112826,False,5,normal,R2,False,False,True,True,,True
100 First Avenue Five Dock,Five Dock,939.8,-33.867015,151.137536,False,5,normal,R2,False,False,True,True,,True
100 Ingham Avenue Five Dock,Five Dock,558.4,-33.864569,151.137372,False,5,normal,R2,False,False,True,True,,True
101 Kings Road Five Dock,Five Dock,520.0,-33.869067,151.122255,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
102 Queens Road Five Dock,Five Dock,525.3,-33.869293,151.121494,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
104 Queens Road Five Dock,Five Dock,519.6,-33.869227,151.121374,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
105 Kings Road Five Dock,Five Dock,556.2,-33.869108,151.121964,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
106 First Avenue Five Dock,Five Dock,476.9,-33.867139,151.137117,False,5,normal,R2,False,False,True,True,,True
106 Ingham Avenue Five Dock,Five Dock,490.7,-33.864026,151.137352,True,7,normal,R2,False,False,True,True,,True
106 Kings Road Five Dock,Five Dock,663.8,-33.868315,151.121374,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
106A Kings Road Five Dock,Five Dock,662.3,-33.868304,151.121292,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
107 Kings Road Five Dock,Five Dock,577.4,-33.869045,151.12187,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
108 First Avenue Five Dock,Five Dock,479.4,-33.867125,151.137026,True,6,normal,R2,False,False,True,True,,True
108 Ingham Avenue Five Dock,Five Dock,465.3,-33.863949,151.137354,False,5,normal,R2,False,False,True,True,,True
108 Kings Road Five Dock,Five Dock,681.7,-33.868293,151.121211,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
109 Kings Road Five Dock,Five Dock,562.4,-33.869028,151.121744,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Arlington Street Five Dock,Five Dock,610.6,-33.871942,151.126106,True,8,normal,R2,False,False,True,True,,True
11 Augusta Street Five Dock,Five Dock,1049.6,-33.869036,151.137169,True,9,normal,R2,False,False,True,True,,True
11 Barnstaple Road Five Dock,Five Dock,482.8,-33.865731,151.131555,False,5,normal,R2,False,False,True,True,,True
11 Charles Street Five Dock,Five Dock,607.7,-33.862549,151.131705,True,6,normal,R2,False,False,True,True,,True
11 Courland Street Five Dock,Five Dock,642.8,-33.870965,151.124029,False,5,normal,R2,False,False,True,True,,True
11 Erina Avenue Five Dock,Five Dock,1261.3,-33.864531,151.133879,True,11,normal,R2,False,False,True,True,,True
11 Great North Road Five Dock,Five Dock,941.5,-33.872852,151.126883,True,10,normal,R2,False,False,True,True,,True
11 Harris Road Five Dock,Five Dock,513.4,-33.868174,151.12236,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Hill Street Five Dock,Five Dock,870.5,-33.860327,151.129412,True,15,normal,R2,False,False,True,True,,True
11 Ingham Avenue Five Dock,Five Dock,509.3,-33.872029,151.135765,False,5,normal,R2,False,False,True,True,,True
11 Minnesota Avenue Five Dock,Five Dock,623.1,-33.870741,151.134471,False,5,normal,R2,False,False,True,True,,True
11 Murralong Avenue Five Dock,Five Dock,643.8,-33.87197,151.131058,True,6,normal,R2,False,False,True,True,,True
11 Park Road Five Dock,Five Dock,482.1,-33.869056,151.132312,True,9,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Pine Avenue Five Dock,Five Dock,1003.0,-33.86177,151.134088,False,5,normal,R2,False,False,True,True,,True
11 Preston Avenue Five Dock,Five Dock,681.3,-33.863771,151.12487,True,6,normal,R2,False,False,True,True,,True
11 Scott Street Five Dock,Five Dock,682.7,-33.865169,151.125448,False,5,normal,R2,False,False,True,True,,True
11 Trevanion Street Five Dock,Five Dock,1040.4,-33.864847,151.132908,True,6,normal,R2,False,False,True,True,,True
11 West Street Five Dock,Five Dock,671.5,-33.865072,151.128387,True,7,normal,R2,False,False,True,True,,True
110 First Avenue Five Dock,Five Dock,980.1,-33.867154,151.136926,True,6,normal,R2,False,False,True,True,,True
110 Ingham Avenue Five Dock,Five Dock,467.7,-33.863864,151.137369,False,5,normal,R2,False,False,True,True,,True
110 Kings Road Five Dock,Five Dock,938.5,-33.868232,151.121028,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
111 Kings Road Five Dock,Five Dock,574.4,-33.869011,151.121619,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
112 First Avenue Five Dock,Five Dock,782.1,-33.867194,151.136785,True,6,normal,R2,False,False,True,True,,True
112 Kings Road Five Dock,Five Dock,959.7,-33.868253,151.120918,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
112 Queens Road Five Dock,Five Dock,518.8,-33.869212,151.120901,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
113 Kings Road Five Dock,Five Dock,562.1,-33.868994,151.121493,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
114 First Avenue Five Dock,Five Dock,790.3,-33.867273,151.136652,False,5,normal,R2,False,False,True,True,,True
114 Queens Road Five Dock,Five Dock,512.0,-33.869196,151.120782,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
116A First Avenue Five Dock,Five Dock,1014.9,-33.867368,151.136363,True,9,normal,R2,False,False,True,True,,True
118 Ingham Avenue Five Dock,Five Dock,609.4,-33.863443,151.137432,True,6,normal,R2,False,False,True,True,,True
11A Murralong Avenue Five Dock,Five Dock,640.8,-33.871949,151.130905,True,8,normal,R2,False,False,True,True,,True
11A Preston Avenue Five Dock,Five Dock,681.4,-33.863661,151.124835,True,6,normal,R2,False,False,True,True,,True
12 Courland Street Five Dock,Five Dock,481.4,-33.870093,151.124624,False,5,normal,R2,False,False,True,True,,True
12 Elizabeth Street Five Dock,Five Dock,765.2,-33.865342,151.124813,False,5,normal,R2,False,False,True,True,,True
12 Gildea Avenue Five Dock,Five Dock,536.3,-33.861459,151.131933,True,6,normal,R2,False,False,True,True,,True
12 Great North Road Five Dock,Five Dock,643.5,-33.873032,151.127683,True,6,normal,R2,False,False,True,True,,True
12 Harrabrook Avenue Five Dock,Five Dock,724.6,-33.872242,151.131109,True,6,normal,R2,False,False,True,True,,True
12 Henley Marine Drive Five Dock,Five Dock,878.4,-33.872577,151.134806,False,5,normal,R2,False,False,True,True,,True
12 James Street Five Dock,Five Dock,551.7,-33.863478,151.124458,True,6,normal,R2,False,False,True,True,,True
12 Mcgrath Avenue Five Dock,Five Dock,565.3,-33.863574,151.128246,True,6,normal,R2,False,False,True,True,,True
12 Minnesota Avenue Five Dock,Five Dock,454.5,-33.870191,151.134438,False,5,normal,R2,False,False,True,True,,True
12 Murralong Avenue Five Dock,Five Dock,526.5,-33.87139,151.131005,True,6,normal,R2,False,False,True,True,,True
12 New Jersey Road Five Dock,Five Dock,1008.7,-33.871877,151.135194,True,10,normal,R2,False,False,True,True,,True
12 Newcastle Street Five Dock,Five Dock,914.5,-33.865041,151.127491,False,5,normal,R2,False,False,True,True,,True
12 Norman Street Five Dock,Five Dock,603.6,-33.869423,151.136777,False,5,normal,R2,False,False,True,True,,True
12 Preston Avenue Five Dock,Five Dock,766.3,-33.863636,151.125436,True,7,normal,R2,False,False,True,True,,True
12 Queens Road Five Dock,Five Dock,499.8,-33.870229,151.128312,True,10,normal,R2,False,False,True,True,,True
12 Rodd Road Five Dock,Five Dock,998.3,-33.864558,151.132022,False,5,normal,R2,False,False,True,True,,True
12 Sutton Street Five Dock,Five Dock,910.0,-33.866846,151.132565,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Bertram Street Mortlake,Mortlake,708.8,-33.844133,151.10761,True,6,normal,R1,False,False,False,False,wrong_zone:R1,False
1 Herbert Street Mortlake,Mortlake,543.6,-33.84607,151.10872,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
11 Herbert Street Mortlake,Mortlake,650.1,-33.845603,151.108728,True,6,normal,R1,False,False,False,False,wrong_zone:R1,False
11-15 Bertram Street Mortlake,Mortlake,1792.6,-33.843579,151.107427,True,15,normal,R1,False,False,False,False,wrong_zone:R1,False
128 Tennyson Road Mortlake,Mortlake,483.2,-33.839054,151.106401,True,9,normal,R1,False,False,False,False,wrong_zone:R1,False
16 Herbert Street Mortlake,Mortlake,511.6,-33.845742,151.108051,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
17-19 Hilly Street Mortlake,Mortlake,668.0,-33.839238,151.106192,True,8,normal,R1,False,False,False,False,wrong_zone:R1,False
18 Bertram Street Mortlake,Mortlake,660.3,-33.843465,151.106802,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
2 Emily Street Mortlake,Mortlake,1012.3,-33.845873,151.10893,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
2 Mcdonald Street Mortlake,Mortlake,482.4,-33.842681,151.106751,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
20 Bertram Street Mortlake,Mortlake,484.0,-33.843428,151.106695,True,6,normal,R1,False,False,False,False,wrong_zone:R1,False
20 Edwin Street Mortlake,Mortlake,477.8,-33.842186,151.106328,True,9,normal,R1,False,False,False,False,wrong_zone:R1,False
22 Bertram Street Mortlake,Mortlake,973.8,-33.843412,151.106581,True,6,normal,R1,False,False,False,False,wrong_zone:R1,False
24 Bertram Street Mortlake,Mortlake,973.8,-33.843412,151.106581,True,6,normal,R1,False,False,False,False,wrong_zone:R1,False
26 Bertram Street Mortlake,Mortlake,479.3,-33.843474,151.106394,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
28 Bertram Street Mortlake,Mortlake,492.3,-33.843395,151.106311,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
28I Hilly Street Mortlake,Mortlake,461.4,-33.838355,151.105054,True,8,normal,R1,False,False,False,False,wrong_zone:R1,False
3 Bertram Street Mortlake,Mortlake,709.3,-33.844031,151.107552,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
30 Tennyson Road Mortlake,Mortlake,873.1,-33.844165,151.108105,True,18,normal,R1,False,False,False,False,wrong_zone:R1,False
32 Tennyson Road Mortlake,Mortlake,873.1,-33.844165,151.108105,True,18,normal,R1,False,False,False,False,wrong_zone:R1,False
34 Bertram Street Mortlake,Mortlake,481.4,-33.843418,151.106002,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
38 Tennyson Road Mortlake,Mortlake,1654.8,-33.843784,151.107799,True,10,normal,R1,False,False,False,False,wrong_zone:R1,False
4 Emily Street Mortlake,Mortlake,736.2,-33.845699,151.108878,True,6,normal,R1,False,False,False,False,wrong_zone:R1,False
4 Mcdonald Street Mortlake,Mortlake,535.0,-33.842645,151.106547,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
42 Bertram Street Mortlake,Mortlake,485.7,-33.843327,151.105604,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
42 Edwin Street Mortlake,Mortlake,914.2,-33.842232,151.1052,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
42 Tennyson Road Mortlake,Mortlake,522.0,-33.843484,151.107832,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
44 Edwin Street Mortlake,Mortlake,874.7,-33.842223,151.105091,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
46 Edwin Street Mortlake,Mortlake,901.0,-33.842188,151.105004,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
47 Bertram Street Mortlake,Mortlake,453.7,-33.842876,151.106197,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
49 Bertram Street Mortlake,Mortlake,455.2,-33.842862,151.106099,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
53 Hilly Street Mortlake,Mortlake,451.7,-33.836529,151.105181,True,18,normal,R1,False,False,False,False,wrong_zone:R1,False
57 Bertram Street Mortlake,Mortlake,456.6,-33.842807,151.105711,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
61 Bertram Street Mortlake,Mortlake,456.0,-33.84278,151.105515,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
67 Hilly Street Mortlake,Mortlake,536.3,-33.835902,151.105333,True,8,normal,R1,False,False,False,False,wrong_zone:R1,False
69 Hilly Street Mortlake,Mortlake,488.9,-33.835779,151.105271,True,9,normal,R1,False,False,False,False,wrong_zone:R1,False
78 Tennyson Road Mortlake,Mortlake,792.1,-33.841485,151.10722,True,6,normal,R1,False,False,False,False,wrong_zone:R1,False
82 Tennyson Road Mortlake,Mortlake,1945.2,-33.841279,151.106879,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
84 Tennyson Road Mortlake,Mortlake,1945.2,-33.841279,151.106879,True,7,normal,R1,False,False,False,False,wrong_zone:R1,False
9 Tennyson Road Mortlake,Mortlake,498.7,-33.845077,151.10766,False,5,normal,R1,False,False,False,False,wrong_zone:R1,False
1 Averill Street Rhodes,Rhodes,1698.7,-33.825507,151.091815,True,7,normal,R4,False,False,False,False,wrong_zone:R4,False
10 Cavell Avenue Rhodes,Rhodes,1016.9,-33.825554,151.089498,False,5,normal,R4,False,False,False,False,wrong_zone:R4,False
101A Llewellyn Street Rhodes,Rhodes,918.0,-33.8248,151.093918,True,15,normal,R2,False,False,True,True,,True
10A Cavell Avenue Rhodes,Rhodes,1016.9,-33.825554,151.089498,False,5,normal,R4,False,False,False,False,wrong_zone:R4,False
11 Averill Street Rhodes,Rhodes,1896.9,-33.825209,151.090189,True,7,normal,R4,False,False,False,False,wrong_zone:R4,False
12 Llewellyn Street Rhodes,Rhodes,934.1,-33.82838,151.090834,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
