address,suburb,lot_area_sqm,centroid_lat,centroid_lon,is_corner_lot,n_vertices,size_flag
471 Great North Road Abbotsford,Abbotsford,874.2,-33.852398,151.129234,True,17,normal
477 Great North Road Abbotsford,Abbotsford,2337.4,-33.85205,151.128482,True,11,large
48 Blackwall Point Road Abbotsford,Abbotsford,750.1,-33.852133,151.133988,True,19,normal
489 Great North Road Abbotsford,Abbotsford,649.8,-33.851637,151.128667,False,5,normal
491 Great North Road Abbotsford,Abbotsford,922.9,-33.851532,151.128621,True,6,normal
493 Great North Road Abbotsford,Abbotsford,1092.5,-33.851423,151.128525,True,6,normal
5 Altona Street Abbotsford,Abbotsford,1013.4,-33.848561,151.127262,True,6,normal
5 Battersea Street Abbotsford,Abbotsford,638.3,-33.845912,151.127808,True,6,normal
5 Bickleigh Street Abbotsford,Abbotsford,507.4,-33.855557,151.129485,False,5,normal
5 Curtin Avenue Abbotsford,Abbotsford,716.4,-33.853806,151.136375,True,36,normal
5 Glen Ormond Avenue Abbotsford,Abbotsford,604.3,-33.853521,151.128948,False,5,normal
5 Kokoda Street Abbotsford,Abbotsford,829.3,-33.853161,151.133009,False,5,normal
5 Margaret Street Abbotsford,Abbotsford,600.8,-33.854581,151.137149,False,5,normal
5 Tyler Crescent Abbotsford,Abbotsford,751.3,-33.853424,151.135001,True,8,normal
5 Walton Crescent Abbotsford,Abbotsford,1008.6,-33.849034,151.129287,False,5,normal
5 Werona Avenue Abbotsford,Abbotsford,465.4,-33.85393,151.127602,True,8,normal
503 Great North Road Abbotsford,Abbotsford,1093.5,-33.850787,151.12825,False,5,normal
505 Great North Road Abbotsford,Abbotsford,570.1,-33.850682,151.128202,False,5,normal
509 Great North Road Abbotsford,Abbotsford,1036.9,-33.8504,151.128074,False,5,normal
51 Abbotsford Parade Abbotsford,Abbotsford,1121.9,-33.849457,151.122879,False,5,normal
51 St Albans Street Abbotsford,Abbotsford,1405.1,-33.852148,151.12685,False,5,normal
511 Great North Road Abbotsford,Abbotsford,518.2,-33.850296,151.128027,False,5,normal
513 Great North Road Abbotsford,Abbotsford,487.0,-33.850233,151.127999,False,5,normal
517 Great North Road Abbotsford,Abbotsford,1013.0,-33.849807,151.127919,True,9,normal
519 Great North Road Abbotsford,Abbotsford,1097.7,-33.84967,151.127831,True,12,normal
52 Curtin Avenue Abbotsford,Abbotsford,709.4,-33.854166,151.131488,False,5,normal
525 Great North Road Abbotsford,Abbotsford,416.4,-33.849353,151.127867,False,5,small
527 Great North Road Abbotsford,Abbotsford,874.8,-33.849258,151.127857,False,5,normal
53 Abbotsford Parade Abbotsford,Abbotsford,1722.3,-33.849324,151.122819,True,7,normal
53 Curtin Avenue Abbotsford,Abbotsford,750.5,-33.854502,151.132292,True,7,normal
53 Wymston Parade Abbotsford,Abbotsford,1148.1,-33.856842,151.128308,True,6,normal
54 Abbotsford Parade Abbotsford,Abbotsford,350.2,-33.84924,151.124204,True,6,small
545 Great North Road Abbotsford,Abbotsford,352.0,-33.84827,151.127918,False,5,small
547 Great North Road Abbotsford,Abbotsford,403.9,-33.848228,151.127768,True,9,small
549 Great North Road Abbotsford,Abbotsford,348.3,-33.848176,151.127909,False,5,small
55 Curtin Avenue Abbotsford,Abbotsford,706.7,-33.854518,151.132116,True,6,normal
55 St Albans Street Abbotsford,Abbotsford,1270.5,-33.851862,151.126749,True,6,normal
55 Wymston Parade Abbotsford,Abbotsford,1232.9,-33.856594,151.128342,False,5,normal
551 Great North Road Abbotsford,Abbotsford,370.8,-33.848131,151.127904,False,5,small
555 Great North Road Abbotsford,Abbotsford,224.3,-33.847811,151.128001,False,5,small
557 Great North Road Abbotsford,Abbotsford,229.6,-33.847767,151.127996,False,5,small
559 Great North Road Abbotsford,Abbotsford,212.7,-33.847726,151.127992,False,5,small
56 St Albans Street Abbotsford,Abbotsford,1344.6,-33.85124,151.127485,False,5,normal
56 Tyler Crescent Abbotsford,Abbotsford,687.2,-33.853806,151.132352,True,6,normal
56 Wymston Parade Abbotsford,Abbotsford,1179.1,-33.856474,151.128357,True,6,normal
561 Great North Road Abbotsford,Abbotsford,227.3,-33.847687,151.127988,False,5,small
563 Great North Road Abbotsford,Abbotsford,529.7,-33.847727,151.12789,True,15,normal
569 Great North Road Abbotsford,Abbotsford,549.4,-33.847224,151.128114,True,8,normal
57 St Albans Street Abbotsford,Abbotsford,1282.2,-33.851721,151.12678,False,5,normal
57 Walton Crescent Abbotsford,Abbotsford,1018.7,-33.845494,151.129419,True,6,normal
58 St Albans Street Abbotsford,Abbotsford,1943.9,-33.851178,151.127542,True,10,normal
581 Great North Road Abbotsford,Abbotsford,854.3,-33.846759,151.128125,True,11,normal
587 Great North Road Abbotsford,Abbotsford,420.2,-33.846239,151.128225,True,7,small
59 St Albans Street Abbotsford,Abbotsford,1314.1,-33.851581,151.126782,True,6,normal
59 Wymston Parade Abbotsford,Abbotsford,731.6,-33.856083,151.127924,True,6,normal
591 Great North Road Abbotsford,Abbotsford,579.3,-33.846053,151.128201,False,5,normal
593 Great North Road Abbotsford,Abbotsford,660.0,-33.845966,151.128122,True,7,normal
597 Great North Road Abbotsford,Abbotsford,509.7,-33.845734,151.128245,False,5,normal
6 Abbotsford Parade Abbotsford,Abbotsford,529.2,-33.848936,151.127372,False,5,normal
6 Altona Street Abbotsford,Abbotsford,758.4,-33.847834,151.127365,True,7,normal
6 Blackwall Point Road Abbotsford,Abbotsford,399.1,-33.85152,151.129789,False,5,small
6 Campbell Street Abbotsford,Abbotsford,790.3,-33.856303,151.129412,True,14,normal
6 Chatham Place Abbotsford,Abbotsford,345.9,-33.849866,151.128514,True,16,small
6 Fitzroy Street Abbotsford,Abbotsford,591.3,-33.846309,151.127752,False,5,normal
6 Glen Ormond Avenue Abbotsford,Abbotsford,554.8,-33.85302,151.128776,True,6,normal
6 Irene Street Abbotsford,Abbotsford,532.3,-33.856751,151.129704,False,5,normal
6 Marmion Road Abbotsford,Abbotsford,909.0,-33.845901,151.129397,True,7,normal
6 Poolman Street Abbotsford,Abbotsford,1002.7,-33.848591,151.125099,True,8,normal
6 The Terrace Abbotsford,Abbotsford,952.8,-33.845057,151.127205,True,20,normal
6-8 Montrose Road Abbotsford,Abbotsford,2038.8,-33.848041,151.130438,True,6,large
60 Wymston Parade Abbotsford,Abbotsford,592.2,-33.856009,151.127862,False,5,normal
609 Great North Road Abbotsford,Abbotsford,792.6,-33.845067,151.12816,True,6,normal
61 Curtin Avenue Abbotsford,Abbotsford,596.4,-33.854573,151.131652,False,5,normal
61 St Albans Street Abbotsford,Abbotsford,1212.7,-33.851429,151.126672,True,6,normal
61 Walton Crescent Abbotsford,Abbotsford,1426.6,-33.845254,151.12917,True,8,normal
61 Wymston Parade Abbotsford,Abbotsford,683.8,-33.855911,151.127818,False,5,normal
611 Great North Road Abbotsford,Abbotsford,396.2,-33.844986,151.128172,False,4,small
62 Abbotsford Parade Abbotsford,Abbotsford,273.3,-33.849264,151.123937,False,5,small
62 Wymston Parade Abbotsford,Abbotsford,677.2,-33.855813,151.127774,False,5,normal
63 Walton Crescent Abbotsford,Abbotsford,650.0,-33.845048,151.129144,False,5,normal
64 Abbotsford Parade Abbotsford,Abbotsford,727.0,-33.849176,151.123861,True,6,normal
65 Walton Crescent Abbotsford,Abbotsford,605.2,-33.844905,151.129175,False,5,normal
66 Abbotsford Parade Abbotsford,Abbotsford,420.3,-33.849162,151.123708,True,7,small
67 Walton Crescent Abbotsford,Abbotsford,639.2,-33.84477,151.129139,False,5,normal
7 Altona Street Abbotsford,Abbotsford,498.5,-33.848565,151.127141,False,5,normal
7 Bickleigh Street Abbotsford,Abbotsford,533.1,-33.855636,151.129389,False,5,normal
7 Campbell Street Abbotsford,Abbotsford,832.0,-33.856303,151.128835,True,6,normal
7 Checkley Street Abbotsford,Abbotsford,3884.4,-33.847928,151.124336,True,16,large
7 Curtin Avenue Abbotsford,Abbotsford,830.9,-33.853736,151.13614,True,19,normal
7 Figtree Avenue Abbotsford,Abbotsford,4652.3,-33.848982,151.131317,True,15,large
7 Fitzroy Street Abbotsford,Abbotsford,663.8,-33.846924,151.12744,False,5,normal
7 Henry Lawson Avenue Abbotsford,Abbotsford,527.5,-33.852853,151.128642,True,6,normal
7 Margaret Street Abbotsford,Abbotsford,631.7,-33.854464,151.137122,True,10,normal
7 Marmion Road Abbotsford,Abbotsford,1015.1,-33.846548,151.129788,False,5,normal
7 Raynor Avenue Abbotsford,Abbotsford,598.6,-33.852366,151.130725,False,5,normal
7 St Albans Street Abbotsford,Abbotsford,426.8,-33.855339,151.127565,False,5,small
70 St Albans Street Abbotsford,Abbotsford,956.4,-33.850223,151.126941,False,5,normal
71 Curtin Avenue Abbotsford,Abbotsford,593.6,-33.854701,151.130839,False,5,normal
72 St Albans Street Abbotsford,Abbotsford,480.0,-33.850121,151.126899,False,5,normal
74 St Albans Street Abbotsford,Abbotsford,502.8,-33.850058,151.126873,False,5,normal
77 Parkview Road Abbotsford,Abbotsford,572.2,-33.852752,151.136381,True,20,normal
77 St Albans Street Abbotsford,Abbotsford,535.8,-33.848781,151.125617,False,5,normal
77 Wymston Parade Abbotsford,Abbotsford,780.6,-33.854351,151.126687,True,6,normal
78 St Albans Street Abbotsford,Abbotsford,502.4,-33.849911,151.126798,True,8,normal
78 Wymston Parade Abbotsford,Abbotsford,910.2,-33.854236,151.126462,True,11,normal
7B Margaret Street Abbotsford,Abbotsford,283.7,-33.854443,151.137216,True,7,small
8 Abbotsford Parade Abbotsford,Abbotsford,544.0,-33.848921,151.127267,True,6,normal
8 Chatham Place Abbotsford,Abbotsford,347.6,-33.849956,151.128552,True,8,small
8 Curtin Avenue Abbotsford,Abbotsford,999.8,-33.853344,151.135999,True,7,normal
8 Figtree Avenue Abbotsford,Abbotsford,256.0,-33.849676,151.131034,True,23,small
8 Henry Lawson Avenue Abbotsford,Abbotsford,610.0,-33.852436,151.128445,False,5,normal
81 St Albans Street Abbotsford,Abbotsford,491.0,-33.848644,151.125564,False,5,normal
85 St Albans Street Abbotsford,Abbotsford,561.0,-33.848513,151.12548,True,6,normal
9 Altona Street Abbotsford,Abbotsford,498.5,-33.848611,151.127077,True,6,normal
9 Battersea Street Abbotsford,Abbotsford,610.2,-33.845972,151.127587,False,5,normal
9 Bickleigh Street Abbotsford,Abbotsford,504.9,-33.855658,151.129275,False,5,normal
9 Campbell Street Abbotsford,Abbotsford,818.2,-33.856196,151.128798,True,6,normal
9 Checkley Street Abbotsford,Abbotsford,1039.6,-33.847822,151.124119,True,7,normal
9 Curtin Avenue Abbotsford,Abbotsford,747.5,-33.853918,151.135966,True,6,normal
9 Kokoda Street Abbotsford,Abbotsford,849.2,-33.853122,151.13343,False,5,normal
9 Marmion Road Abbotsford,Abbotsford,1005.3,-33.84654,151.129624,False,5,normal
9 Montrose Road Abbotsford,Abbotsford,1025.9,-33.848554,151.129647,False,5,normal
9 Walton Crescent Abbotsford,Abbotsford,1011.6,-33.848967,151.129619,False,5,normal
91 St Albans Street Abbotsford,Abbotsford,582.4,-33.848274,151.125408,True,7,normal
1 Catherine Spence Place Cabarita,Cabarita,415.3,-33.845809,151.116585,True,8,small
1 Jacaranda Drive Cabarita,Cabarita,394.7,-33.853013,151.118151,False,5,small
1 Medora Lane Cabarita,Cabarita,356.3,-33.845052,151.115321,False,5,small
1 Medora Street Cabarita,Cabarita,731.2,-33.84665,151.114132,True,6,normal
1 Parkside Terrace Cabarita,Cabarita,422.4,-33.843915,151.117011,True,8,small
1 Regatta Way Cabarita,Cabarita,491.5,-33.844654,151.118876,False,5,normal
1 Stamford Avenue Cabarita,Cabarita,782.2,-33.847389,151.11343,True,7,normal
1 Strathroy Close Cabarita,Cabarita,2540.8,-33.846317,151.11756,True,8,large
1-5 Bayside Terrace Cabarita,Cabarita,7615.5,-33.844675,151.117973,True,90,large
10 Collingwood Avenue Cabarita,Cabarita,772.2,-33.85028,151.114058,False,5,normal
10 Phillips Street Cabarita,Cabarita,733.0,-33.852168,151.116155,False,5,normal
10 Regatta Way Cabarita,Cabarita,415.3,-33.845423,151.118291,False,5,small
101 Cabarita Road Cabarita,Cabarita,803.8,-33.848657,151.11438,True,6,normal
102 Cabarita Road Cabarita,Cabarita,841.1,-33.846735,151.114668,False,5,normal
103 Cabarita Road Cabarita,Cabarita,800.1,-33.848514,151.114456,True,6,normal
107 Cabarita Road Cabarita,Cabarita,801.4,-33.848292,151.114618,True,6,normal
108 Cabarita Road Cabarita,Cabarita,786.6,-33.846427,151.114831,False,5,normal
11 Correys Square Cabarita,Cabarita,462.1,-33.845097,151.116466,True,10,normal
11 Edgewood Crescent Cabarita,Cabarita,468.5,-33.844823,151.117204,True,8,normal
11 Medora Street Cabarita,Cabarita,811.9,-33.846161,151.114433,False,5,normal
11 Phillips Street Cabarita,Cabarita,790.4,-33.851048,151.114979,False,5,normal
11 Regatta Way Cabarita,Cabarita,414.0,-33.845502,151.11825,True,7,small
11 Stamford Avenue Cabarita,Cabarita,801.0,-33.847625,151.112719,False,5,normal
11 Waine Street Cabarita,Cabarita,866.5,-33.846752,151.115819,False,5,normal
111 Cabarita Road Cabarita,Cabarita,785.2,-33.848047,151.114713,False,5,normal
115 Cabarita Road Cabarita,Cabarita,775.6,-33.847685,151.11494,False,5,normal
116 Cabarita Road Cabarita,Cabarita,794.3,-33.846028,151.115042,False,5,normal
117 Cabarita Road Cabarita,Cabarita,826.6,-33.847588,151.115003,False,5,normal
11B Phillips Street Cabarita,Cabarita,790.4,-33.851048,151.114979,False,5,normal
12 Elphinstone Street Cabarita,Cabarita,803.7,-33.849868,151.112435,False,5,normal
12 Jacaranda Drive Cabarita,Cabarita,286.0,-33.853254,151.117158,True,9,small
12 Regatta Way Cabarita,Cabarita,415.3,-33.8456,151.118244,False,5,small
12 Rosemeadow Drive Cabarita,Cabarita,485.9,-33.851747,151.118867,True,14,normal
120 Cabarita Road Cabarita,Cabarita,810.6,-33.845826,151.115148,False,5,normal
122 Cabarita Road Cabarita,Cabarita,807.3,-33.845726,151.115202,False,5,normal
123 Cabarita Road Cabarita,Cabarita,890.9,-33.847296,151.115193,False,5,normal
124 Cabarita Road Cabarita,Cabarita,808.4,-33.845625,151.115255,False,5,normal
125 Cabarita Road Cabarita,Cabarita,940.4,-33.847188,151.115249,True,6,normal
126 Cabarita Road Cabarita,Cabarita,837.2,-33.845523,151.115309,False,5,normal
127 Cabarita Road Cabarita,Cabarita,709.9,-33.847055,151.115218,True,6,normal
129 Cabarita Road Cabarita,Cabarita,301.2,-33.846821,151.115314,True,7,small
13 Correys Square Cabarita,Cabarita,536.2,-33.845267,151.1165,True,36,normal
13 Dorking Road Cabarita,Cabarita,852.0,-33.848756,151.115511,True,12,normal
13 Jacaranda Drive Cabarita,Cabarita,481.9,-33.853252,151.117072,True,11,normal
13 Regatta Way Cabarita,Cabarita,431.1,-33.845702,151.118202,True,7,small
13 Rosemeadow Drive Cabarita,Cabarita,514.0,-33.851598,151.118834,True,16,normal
13 Waine Street Cabarita,Cabarita,847.5,-33.846697,151.115681,True,7,normal
130 Cabarita Road Cabarita,Cabarita,804.2,-33.845325,151.115413,False,5,normal
131 Cabarita Road Cabarita,Cabarita,302.5,-33.84677,151.115352,False,5,small
132A Cabarita Road Cabarita,Cabarita,412.3,-33.845188,151.115452,True,17,small
132B Cabarita Road Cabarita,Cabarita,304.9,-33.845112,151.115613,False,5,small
132D Cabarita Road Cabarita,Cabarita,305.5,-33.844974,151.115686,False,5,small
132E Cabarita Road Cabarita,Cabarita,306.1,-33.844905,151.115722,False,5,small
132F Cabarita Road Cabarita,Cabarita,306.7,-33.844835,151.115759,False,5,small
132G Cabarita Road Cabarita,Cabarita,303.6,-33.844766,151.115795,False,5,small
132I Cabarita Road Cabarita,Cabarita,308.5,-33.844626,151.115868,False,5,small
132K Cabarita Road Cabarita,Cabarita,301.9,-33.844487,151.115941,False,5,small
132L Cabarita Road Cabarita,Cabarita,301.2,-33.844419,151.115977,False,5,small
132M Cabarita Road Cabarita,Cabarita,305.5,-33.844349,151.116014,False,5,small
132N Cabarita Road Cabarita,Cabarita,365.3,-33.844223,151.116001,True,34,small
132O Cabarita Road Cabarita,Cabarita,442.5,-33.844112,151.116107,True,36,small
132R Cabarita Road Cabarita,Cabarita,309.5,-33.843862,151.116269,False,5,small
132S Cabarita Road Cabarita,Cabarita,310.0,-33.843792,151.116305,False,5,small
132T Cabarita Road Cabarita,Cabarita,309.9,-33.843721,151.116342,False,5,small
132U Cabarita Road Cabarita,Cabarita,452.2,-33.843631,151.116389,False,5,normal
133 Cabarita Road Cabarita,Cabarita,304.6,-33.846719,151.115378,False,5,small
135 Cabarita Road Cabarita,Cabarita,713.5,-33.846617,151.115493,True,6,normal
137 Cabarita Road Cabarita,Cabarita,1383.6,-33.846502,151.115798,True,8,normal
139 Cabarita Road Cabarita,Cabarita,1421.6,-33.846354,151.115837,False,5,normal
13A Regatta Way Cabarita,Cabarita,443.7,-33.845851,151.118218,True,8,small
14 Collingwood Avenue Cabarita,Cabarita,807.0,-33.850063,151.114172,False,5,normal
14 Correys Square Cabarita,Cabarita,556.0,-33.845406,151.116783,True,35,normal
14 Dorking Road Cabarita,Cabarita,809.5,-33.848456,151.114851,True,6,normal
14 Jacaranda Drive Cabarita,Cabarita,476.3,-33.853243,151.116897,True,11,normal
14 Kendall Street Cabarita,Cabarita,710.7,-33.847434,151.113862,True,14,normal
141 Cabarita Road Cabarita,Cabarita,1433.0,-33.846212,151.115881,True,9,normal
147 Cabarita Road Cabarita,Cabarita,466.8,-33.845831,151.11584,True,11,normal
15 Dorking Road Cabarita,Cabarita,885.9,-33.848669,151.115636,True,13,normal
15 Jacaranda Drive Cabarita,Cabarita,302.1,-33.853192,151.116827,True,10,small
15 Medora Street Cabarita,Cabarita,817.1,-33.845961,151.114539,False,5,normal
15 Moore Street Cabarita,Cabarita,767.2,-33.848564,151.112677,False,5,normal
15 Phillips Street Cabarita,Cabarita,1728.0,-33.850897,151.115421,True,8,normal
15 Rosemeadow Drive Cabarita,Cabarita,384.1,-33.851457,151.118781,True,10,small
153 Cabarita Road Cabarita,Cabarita,462.1,-33.845545,151.115894,False,5,normal
157 Cabarita Road Cabarita,Cabarita,528.4,-33.845142,151.116137,True,8,normal
159 Cabarita Road Cabarita,Cabarita,543.9,-33.845064,151.116222,True,8,normal
16 Bishop Street Cabarita,Cabarita,780.7,-33.847366,151.112333,False,5,normal
16 Collingwood Avenue Cabarita,Cabarita,823.9,-33.849846,151.114286,False,5,normal
16 Dorking Road Cabarita,Cabarita,839.4,-33.848313,151.114956,True,6,normal
16 Elphinstone Street Cabarita,Cabarita,827.0,-33.849635,151.112362,False,5,normal
16 Jacaranda Drive Cabarita,Cabarita,303.5,-33.853181,151.116746,False,5,small
16 Kendall Inlet Cabarita,Cabarita,300.4,-33.843958,151.115433,False,5,small
16 Regatta Way Cabarita,Cabarita,429.5,-33.846059,151.118212,False,5,small
16 Rosemeadow Drive Cabarita,Cabarita,554.3,-33.851371,151.118839,True,17,normal
16 Stamford Avenue Cabarita,Cabarita,770.7,-33.848223,151.112577,False,5,normal
161 Cabarita Road Cabarita,Cabarita,558.0,-33.844966,151.116288,True,6,normal
169 Cabarita Road Cabarita,Cabarita,438.3,-33.844098,151.116745,True,6,small
17 Edgewood Crescent Cabarita,Cabarita,266.0,-33.845012,151.117331,True,10,small
17 Jacaranda Drive Cabarita,Cabarita,318.8,-33.853207,151.11665,False,5,small
17 Kendall Inlet Cabarita,Cabarita,338.4,-33.843916,151.115505,True,7,small
17 Phillips Street Cabarita,Cabarita,1573.7,-33.851019,151.115526,True,7,normal
17 Regatta Way Cabarita,Cabarita,429.5,-33.846137,151.118214,False,5,small
17 Rosemeadow Drive Cabarita,Cabarita,462.8,-33.851326,151.118816,True,17,normal
171 Cabarita Road Cabarita,Cabarita,432.0,-33.84401,151.116803,True,7,small
173 Cabarita Road Cabarita,Cabarita,501.4,-33.843921,151.116852,True,10,normal
18 Bishop Street Cabarita,Cabarita,788.8,-33.847287,151.112098,True,17,normal
18 Edgewood Crescent Cabarita,Cabarita,9541.1,-33.845392,151.117763,True,115,large
18 Jacaranda Drive Cabarita,Cabarita,311.2,-33.853184,151.116577,False,5,small
18 Kendall Inlet Cabarita,Cabarita,369.1,-33.843856,151.115547,True,7,small
18 Kendall Street Cabarita,Cabarita,741.4,-33.847216,151.113692,False,5,normal
18 Phillips Street Cabarita,Cabarita,697.5,-33.8523,151.116523,False,5,normal
18 Rosemeadow Drive Cabarita,Cabarita,555.6,-33.85122,151.118651,True,17,normal
19 Dorking Road Cabarita,Cabarita,948.1,-33.848458,151.115831,True,10,normal
